Rating|id|Short-Info|Purpose|More-Info
2|105|Calcium sodium borosilicate is a glass-type material used as a bulking agent.|bulking agent and bulking|https://www.ewg.org/skindeep/ingredients/700975-CALCIUM_SODIUM_BOROSILICATE/
1|106|Octyldodecanol is a long chain fatty alcohol. |fragrance ingredient, skin-conditioning agent - emollient, emollient, perfuming, and solvent|https://www.ewg.org/skindeep/ingredients/704230-OCTYLDODECANOL/
1.5|107|Acrylates copolymer is composed of acrylic acid and methacrylic acid building blocks.|adhesive, artificial nail builder, binder, film former, hair fixative, suspending agent -nonsurfactant, antistatic, binding, and film forming|https://www.ewg.org/skindeep/ingredients/700123-ACRYLATES_COPOLYMER/
1|108|Allantoin is a naturally ocurring nitrogenous compound used as a skin conditioning agent. |skin-conditioning agent - miscellaneous, skin protectant, skin conditioning, skin protecting, and soothing|https://www.ewg.org/skindeep/ingredients/700244-ALLANTOIN/
3.5|109|Chromium oxide is a mineral pigment, Cr2O3, used as a colorant in a variety of products. This ingredient contains trivalent chromium, a form of chromium that functions as an essential trace element in human metabolism.|colorant and hair dyeing|https://www.ewg.org/skindeep/ingredients/701345-CHROMIUM_OXIDE_GREENS/
3|110|Ethylparaben is in the paraben family of preservatives used by the food, pharmaceutical, and personal care product industries. Parabens mimic estrogen and can act as potential hormone (endocrine) system disruptors.|fragrance ingredient and preservative|https://www.ewg.org/skindeep/ingredients/702355-ETHYLPARABEN/
3|111|Specially denatured (SD) alcohol is a mixture of ethanol with a denaturing agent. Ethanol is considered broadly toxic and linked to birth defects following excessive oral ingestion. Potential risks from ethanol in personal care products are significantly smaller than the health risks posed by the consumption of alcohol.|cosmetic astringent, solvent, and viscosity decreasing agent|https://www.ewg.org/skindeep/ingredients/723480-SD_ALCOHOL_1/
1|112|Nylon-12 is a type of synthetic polymer known as polyamide|bulking agent, opacifying agent, bulking, opacifying, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/704161-NYLON12/
3|113|Benzyl Salicylate is an ester of benzyl alcohol and salicylic acid; this ingredient has been associated with allergies and contact dermatitis.|fragrance ingredient, ultraviolet light absorber, masking, and uv absorber|https://www.ewg.org/skindeep/ingredients/700701-BENZYL_SALICYLATE/
1|114|Squalane is a naturally occuring lipid in both plants and animals. This ingredient is listed in the PETA's Caring Consumer guide as primarily derived from animals, especially shark liver oil.|hair conditioning agent, skin-conditioning agent - occlusive, emollient, hair conditioning, refatting, and skin conditioning|https://www.ewg.org/skindeep/ingredients/706264-SQUALANE/
1|115|Phenyl trimethicone is a silicon-based polymer.|antifoaming agent, hair conditioning agent, skin-conditioning agent - occlusive, antifoaming, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/704817-PHENYL_TRIMETHICONE/
1|116|Hexylene glycol is a small molecular weight surfactant.|fragrance ingredient, solvent, viscosity decreasing agent, emulsifying, perfuming, skin conditioning, and surfactant|https://www.ewg.org/skindeep/ingredients/702849-HEXYLENE_GLYCOL/
2.5|117|Petrolatum is a semisolid mixture of hydrocarbons obtained from petroleum.|hair conditioning agent, skin-conditioning agent - occlusive, skin protectant, emollient, moisturising, and uv absorber|https://www.ewg.org/skindeep/ingredients/704786-PETROLATUM/
2|118|Zinc Stearate is a zinc salt of stearic acid, a naturally occurring fatty acid.|anticaking agent, colorant, slip modifier, viscosity increasing agent - nonaqueous, anticaking, cosmetic colorant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/707076-ZINC_STEARATE/
5|119|Lilial (butylphenyl methylpropanal) is a synthetic scent ingredient; associated with allergies and contact dermatitis.|fragrance ingredient and masking|https://www.ewg.org/skindeep/ingredients/700872-LILIAL/
4|120|Flavor is a term used by cosmetic manufacturers for substances or combination of substances added to a cosmetic product to produce or to mask a particular flavor. ||https://www.ewg.org/skindeep/ingredients/706782-FLAVOR/
6.5|121|Aluminum Powder is a metallic substance composed of finely ground particles of aluminum; used as a colorant.|colorant and cosmetic colorant|https://www.ewg.org/skindeep/ingredients/700324-ALUMINUM_POWDER/
1|122|Ethanol or ethyl alcohol is considered broadly toxic and linked to birth defects following excessive oral ingestion. Potential risks from ethanol in personal care products are significantly smaller than the health risks posed by the consumption of alcoholic beverages.|antifoaming agent, antimicrobial agent, cosmetic astringent, fragrance ingredient, and solvent;viscosity decreasing agent|https://www.ewg.org/skindeep/ingredients/702285-ETHANOL/
1|123|Soybean oil is obtained from Glycine Soja plant; this ingredient primarily consists of triglycerides of oleic, linoleic, linolenic and saturated acids. |antioxidant, fragrance ingredient, skin-conditioning agent - occlusive, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/702679-GLYCINE_SOJA_SOYBEAN_OIL/
2.0|124|PEG-100 Stearate is a polyethylene glycol ester of stearic acid. |surfactant - cleansing agent|https://www.ewg.org/skindeep/ingredients/721388-PEG100_STEARATE/
4|125|Benzyl benzoate is used as solvent and preservative; associated with allergies and contact dermatitis.|fragrance ingredient, solvent, antimicrobial, and masking|https://www.ewg.org/skindeep/ingredients/700698-BENZYL_BENZOATE/
1|126|In industrial production of colorants, &quot;lake&quot; is a term used for pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Some of the lake dyes may be derived from naturally occurring plant or animal ingredients but the vast majority of lakes is synthetically produced from coal tar or petroleum.|colorant|https://www.ewg.org/skindeep/ingredients/702443-FDC_YELLOW_5_ALUMINUM_LAKE/
3|127|Citral is a naturally occurring scent ingredient; manufactured synthetically on a large scale; associated with allergies and contact dermatitis.|flavoring agent, fragrance ingredient, and masking|https://www.ewg.org/skindeep/ingredients/701383-CITRAL/
1|128|This ingredient is a synthetic polymer used as a skin conditioning agent.|skin-conditioning agent - emollient, viscosity increasing agent - nonaqueous, emollient, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/702946-HYDROGENATED_POLYISOBUTENE/
1|129|Boron nitride is a synthetic boron-based inorganic compound used in cosmetics and personal care products to increase adherence and act as oil absorbent.|slip modifier, absorbent, opacifying, and skin conditioning|https://www.ewg.org/skindeep/ingredients/700802-BORON_NITRIDE/
2.0|130|D&C Red 33 is a synthetic dye produced from petroleum or coal tar sources; this dye is FDA-approved for use in pharmaceuticals and cosmetics.|colorant and hair dyeing|https://www.ewg.org/skindeep/ingredients/701803-DC_RED_33/
1|131|This ingredient is composed of benzoic acid and long-chain (C12-15) alcohols .|skin-conditioning agent - emollient, antimicrobial, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/700898-C1215_ALKYL_BENZOATE/
1|132|Argania Spinosa Kernel Oil is a fixed oil expressed from the kernels of the African tree, Argania spinosa.|skin-conditioning agent - emollient, skin-conditioning agent - miscellaneous;skin-conditioning agent - occlusive, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/700501-ARGANIA_SPINOSA_ARGAN_KERNEL_OIL/
6.0|133|Butylparaben is in the paraben family of preservatives used by the food, pharmaceutical, and personal care product industries. Parabens mimic estrogen and can act as potential hormone (endocrine) system disruptors.|fragrance ingredient, preservative, and masking|https://www.ewg.org/skindeep/ingredients/700868-BUTYLPARABEN/
4.5|134|DMDM hydantoin is an antimicrobial formaldehyde releaser preservative. People exposed to such formaldehyde-releasing ingredients may develop a formaldehyde allergy or an allergy to the ingredient itself and its decomposition products. In the U.S., approximately 20% of cosmetics and personal care products contain a formaldehyde-releaser and the frequency of contact allergy to these ingredients is much higher among Americans compared to studies in Europe. |preservative|https://www.ewg.org/skindeep/ingredients/702196-DMDM_HYDANTOIN_FORMALDEHYDE_RELEASER/
1|135|Ascorbic acid (Vitamin C) is a naturally occurring antioxidant.|antioxidant, fragrance ingredient, ph adjuster, skin-conditioning agent - miscellaneous, buffering, masking, and skin conditioning|https://www.ewg.org/skindeep/ingredients/700544-ASCORBIC_ACID_VITAMIN_C/
1|136|Extract of the calendula (Calendula officinalis) flowers.|fragrance ingredient, skin-conditioning agent - miscellaneous, masking, and skin conditioning|https://www.ewg.org/skindeep/ingredients/700990-CALENDULA_OFFICINALIS_POT_MARIGOLD_FLOWER_EXTRACT/
2.5|137|Octocrylene is a common sunscreen ingredient. It may cause allergic skin reactions in sensitive individuals.|sunscreen agent, ultraviolet light absorber, uv absorber, and uv filter|https://www.ewg.org/skindeep/ingredients/704206-OCTOCRYLENE/
3.0|138|Sunscreens with zinc oxide usually contain nanoparticles. Zinc oxide in sunscreen offers UVA protection. Nanoparticle zinc oxide in sunscreen does not penetrate healthy skin, and thus appear to pose a low health risk in lotions. Inhalation of powders and sprays is a concern, however.|cosmetic colorant|https://www.ewg.org/skindeep/ingredients/703959-ZINC_OXIDE_sunscreen_grade__100nm/
3.5|139|In industrial production of colorants, the term &quot;lake&quot; is applied to pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Most lake pigments are synthetically produced from coal tar or petroleum.|colorant|https://www.ewg.org/skindeep/ingredients/701798-DC_RED_28_ALUMINUM_LAKE/
1|140|Sorbitol (glucitol) is a type of sugar alcohol used as a thickener and a skin conditioning agent.|flavoring agent, fragrance ingredient, humectant, skin-conditioning agent - humectant, plasticiser, and skin conditioning|https://www.ewg.org/skindeep/ingredients/706239-SORBITOL/
4|141|Benzophenone-1 is a benzene-based UV absorber.|ultraviolet light absorber and uv absorber|https://www.ewg.org/skindeep/ingredients/700685-BENZOPHENONE1/
1|142|Silicon-based ingredient; used as a binder.|binder and binding|https://www.ewg.org/skindeep/ingredients/706643-TRIETHOXYCAPRYLYLSILANE/
1|143|Safflower seed oil is obtained from the seed of Carthamus tinctorius; this ingredient consists primarily of the triglycerides of linoleic acid.|fragrance ingredient, skin-conditioning agent - occlusive, masking, and skin conditioning|https://www.ewg.org/skindeep/ingredients/701141-CARTHAMNUS_TINCTORIUS_SAFFLOWER_OIL/
1|144|Hydroxyethylcellulose is a modified cellulose polymer; used as a gelling and thickening agent.|binder, emulsion stabilizer, film former, viscosity increasing agent - aqueous, binding, emulsion stabilising, film forming, stabilising, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/703059-HYDROXYETHYLCELLULOSE/
1|145|Sodium dehydroacetate is an antimicrobial ingredient used as preservative.|preservative|https://www.ewg.org/skindeep/ingredients/706054-SODIUM_DEHYDROACETATE/
1|146|This ingredient is produced from hectorite, a naturally occurring mineral and a principal constituent of bentonite clay.|suspending agent - nonsurfactant, gel forming, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/706280-STEARALKONIUM_HECTORITE/
1|147|Aluminum hydroxide, also known as hydrated alumina, is a form of aluminum used as a colorant.|opacifying agent, skin protectant, and cosmetic colorant|https://www.ewg.org/skindeep/ingredients/700321-ALUMINUM_HYDROXIDE/
1|148|This ingredient is a reaction product of bentonite, a type of aluminosilicate clay, and stearalkonium chloride, a quaternary amine surfactant and antimicrobial agent.|suspending agent - nonsurfactant, gel forming, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/706278-STEARALKONIUM_BENTONITE/
1|149|Guar Hydroxypropyltrimonium Chloride is a quaternary ammonium derivative of guar gum; used in hair conditioning products.|antistatic agent, hair conditioning agent, viscosity increasing agent - aqueous, antistatic, film forming, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/702759-GUAR_HYDROXYPROPYLTRIMONIUM_CHLORIDE/
